"elmis_title","amharic","sector","sub_sector","professional_formal","subsector_isco4","candidate_pool_size","n_from_nel","n_from_isco_group","stage1_best_score","original_decision","retry_decision","retry_selected_index","retry_selected_label","retry_selected_uri","retry_selected_isco4","retry_pick_source","retry_confidence","retry_rationale","llm_provider","llm_model","raw_response"
"Senior Tier Man","ከፍተኛ ደረጃ ሰው","Manufacturing","Manufacturing and renewing tire products","U","8141","17","5","12","0.7361","no_match","match","13","tyre builder","http://data.europa.eu/esco/occupation/2430774f-d92a-40e4-817d-d03dd5a33207","8141","isco_group","high","The ELMIS title 'Senior Tier Man' is a phonetic misspelling of 'Senior Tire Man' (confirmed by the sub-sector 'Manufacturing and renewing tire products'), and 'tyre builder' is the corresponding professional occupation in manufacturing.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 13, ""confidence"": ""high"", ""rationale"": ""The ELMIS title 'Senior Tier Man' is a phonetic misspelling of 'Senior Tire Man' (confirmed by the sub-sector 'Manufacturing and renewing tire products'), and 'tyre builder' is the corresponding professional occupation in manufacturing.""}"
"Senior Tire Controller","ሲኒየር የጎማ ተቆጣጣሪ","Manufacturing","Manufacturing and renewing tire products","U","8141","15","5","10","0.76","no_match","no_match","","","","","","high","None of the candidate occupations describe a control, quality inspection, or supervisory role within tire manufacturing; the provided list focuses on machine operators, builders, and mechanics.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidate occupations describe a control, quality inspection, or supervisory role within tire manufacturing; the provided list focuses on machine operators, builders, and mechanics.""}"
"Senior WASH Advisor","ከፍተኛ የንጽህና አጠባበቅ አማካሪ","Service","Water Works Consulting Service","P","2142","16","5","11","0.8331","no_match","match","8","water engineer","http://data.europa.eu/esco/occupation/fcf9024e-277c-43c7-8ec8-8903e5c9c576","2142","isco_group","high","The ELMIS title 'WASH Advisor' refers to Water, Sanitation, and Hygiene; 'water engineer' in the 'Water Works Consulting Service' sub-sector is the closest professional equivalent for the engineering and management aspects of water supply and treatment.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 8, ""confidence"": ""high"", ""rationale"": ""The ELMIS title 'WASH Advisor' refers to Water, Sanitation, and Hygiene; 'water engineer' in the 'Water Works Consulting Service' sub-sector is the closest professional equivalent for the engineering and management aspects of water supply and treatment.""}"
"Shopify and Wordpress developer","Shopify እና Wordpress ገንቢ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.7705","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","The ELMIS title describes a developer working on specific web platforms (Shopify and WordPress), which fits the core definition of a software developer in the ICT sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a developer working on specific web platforms (Shopify and WordPress), which fits the core definition of a software developer in the ICT sector.""}"
"Shopify expert(International)","የ Shopify ባለሙያ (አለምአቀፍ)","ICT and digital work","Software Design Development and Implementation Works","U","2512","11","5","6","0.82","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","A Shopify expert in the ICT sector is a technical professional who develops and customizes e-commerce software, best represented by the Software developer occupation.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""A Shopify expert in the ICT sector is a technical professional who develops and customizes e-commerce software, best represented by the Software developer occupation.""}"
"Shopify Store Designer","Shopify መደብር ዲዛይነር","ICT and digital work","Software Design Development and Implementation Works","U","2512","11","5","6","0.8302","no_match","match","11","user interface developer","http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c","2512","isco_group","medium","A Shopify Store Designer focuses on the visual and functional interface of an e-commerce platform, which aligns best with the user interface developer role within the ICT sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 11, ""confidence"": ""medium"", ""rationale"": ""A Shopify Store Designer focuses on the visual and functional interface of an e-commerce platform, which aligns best with the user interface developer role within the ICT sector.""}"
"Automotive Trainers","አውቶሞቲቭ አሰልጣኞች","Service","Other not-mentioned educational services (private tutoring, etc.)","P","2359","19","5","14","0.8457","no_match","match","19","further education teacher","http://data.europa.eu/esco/occupation/6afe39e2-2674-45db-b05c-a6cab02fe25b","2359","isco_group","medium","Candidate 19 (Further education teacher) aligns with the professional class 'P' and specifically mentions imparting technical expertise to adult learners, which matches the role of an automotive trainer.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 19, ""confidence"": ""medium"", ""rationale"": ""Candidate 19 (Further education teacher) aligns with the professional class 'P' and specifically mentions imparting technical expertise to adult learners, which matches the role of an automotive trainer.""}"
"Data Controller","የውሂብ መቆጣጠሪያ","ICT and digital work","Database organization and data processing","P","2521","10","5","5","0.764","no_match","match","6","database administrator","http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc","2521","isco_group","medium","The ELMIS title 'Data Controller' is categorized as a professional ICT role within the database sub-sector, making database administrator the best functional match.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title 'Data Controller' is categorized as a professional ICT role within the database sub-sector, making database administrator the best functional match.""}"
"Skateboarder","የስኬትቦርደር","Sport Culture and tourism","Sport","U","3421","6","5","1","0.8174","no_match","match","6","professional athlete","http://data.europa.eu/esco/occupation/082c234c-0dda-490a-b5af-757c3e48da90","3421","isco_group","high","A skateboarder in a sporting context is a practitioner of the sport, which falls under the broader ESCO category of professional athlete.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""A skateboarder in a sporting context is a practitioner of the sport, which falls under the broader ESCO category of professional athlete.""}"
"SM Manager and Canva Designer","SM አስተዳዳሪ እና የካንቫ ዲዛይነር","Service","Advertising","P","2431","25","5","20","0.7665","no_match","match","11","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","2431","isco_group","medium","Online marketer is the standard ESCO equivalent for a Social Media (SM) Manager, as it specifically mentions using social media to market brands.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 11, ""confidence"": ""medium"", ""rationale"": ""Online marketer is the standard ESCO equivalent for a Social Media (SM) Manager, as it specifically mentions using social media to market brands.""}"
"Snr Concrete Plant Manager","Snr ኮንክሪት ተክል አስተዳዳሪ","Manufacturing","Manufacture of concrete, cement and resin products","P","8114","12","5","7","0.7619","no_match","no_match","","","","","","high","None of the candidates represent a plant manager for the concrete/manufacturing sector; the manager roles provided are for chemical, power, or water plants, and the remaining candidates are either operators or lower-level supervisors.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates represent a plant manager for the concrete/manufacturing sector; the manager roles provided are for chemical, power, or water plants, and the remaining candidates are either operators or lower-level supervisors.""}"
"SOC Analyst","SOC ተንታኝ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.7983","no_match","no_match","","","","","","high","SOC Analyst refers to a Security Operations Center Analyst (cybersecurity), but all provided candidates are either financial analysts or software development specialists.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""SOC Analyst refers to a Security Operations Center Analyst (cybersecurity), but all provided candidates are either financial analysts or software development specialists.""}"
"Social Behavior Communication Change Officer - Nutrition","የማህበራዊ ባህሪ ግንኙነት ለውጥ ኦፊሰር - አመጋገብ","Service","Consulting service around social science","P","2632","15","5","10","0.7614","no_match","match","10","behavioural scientist","http://data.europa.eu/esco/occupation/441a5b76-2f51-4704-9df7-3b8e715dd3ad","2632","isco_group","medium","The candidate 'behavioural scientist' best captures the 'Social Behavior Change' aspect of the ELMIS title and aligns with the designated ISCO 2632 group for social science professions.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 10, ""confidence"": ""medium"", ""rationale"": ""The candidate 'behavioural scientist' best captures the 'Social Behavior Change' aspect of the ELMIS title and aligns with the designated ISCO 2632 group for social science professions.""}"
"Social Media and IT Support Officer","የማህበራዊ ሚዲያ እና የአይቲ ድጋፍ ኦፊሰር","Service","Advertising","P","2431","25","5","20","0.7982","no_match","match","11","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","2431","isco_group","medium","Candidate 11 (Online Marketer) covers the social media marketing aspect which is central to the role in the advertising sector, although it does not explicitly include the IT support duties.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 11, ""confidence"": ""medium"", ""rationale"": ""Candidate 11 (Online Marketer) covers the social media marketing aspect which is central to the role in the advertising sector, although it does not explicitly include the IT support duties.""}"
"Social Media Associate","የማህበራዊ ሚዲያ ተባባሪ","Service","Advertising","U","2431","25","5","20","0.8157","no_match","match","11","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","2431","isco_group","high","The candidate 'online marketer' explicitly includes the use of social media for marketing brands, which directly aligns with the ELMIS title and its advertising sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 11, ""confidence"": ""high"", ""rationale"": ""The candidate 'online marketer' explicitly includes the use of social media for marketing brands, which directly aligns with the ELMIS title and its advertising sub-sector.""}"
"Social media care","የማህበራዊ ሚዲያ እንክብካቤ","Service","Advertising","U","2431","25","5","20","0.7783","no_match","match","11","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","2431","isco_group","medium","The ELMIS title refers to social media activities within the advertising sector; candidate 11 is the only advertising professional specifically defined by their use of social media platforms.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 11, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title refers to social media activities within the advertising sector; candidate 11 is the only advertising professional specifically defined by their use of social media platforms.""}"
"Social media Enthusiast","የማህበራዊ ሚዲያ አድናቂ","Service","Advertising","P","2431","25","5","20","0.7654","no_match","match","11","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","2431","isco_group","high","The ELMIS title in the advertising sub-sector corresponds to the ESCO online marketer role which specifically includes social media marketing.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 11, ""confidence"": ""high"", ""rationale"": ""The ELMIS title in the advertising sub-sector corresponds to the ESCO online marketer role which specifically includes social media marketing.""}"
"Social Media Evaluation","የማህበራዊ ሚዲያ ግምገማ","Service","Advertising","P","2431","25","5","20","0.6681","no_match","match","8","advertising media planner","http://data.europa.eu/esco/occupation/b55718eb-e8ff-4485-8ad0-bbac32cbd77b","2431","isco_group","medium","An advertising media planner's core responsibility is to assess the potential and response rate of different communication channels, which closely matches the function of social media evaluation within the advertising sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 8, ""confidence"": ""medium"", ""rationale"": ""An advertising media planner's core responsibility is to assess the potential and response rate of different communication channels, which closely matches the function of social media evaluation within the advertising sub-sector.""}"
"Social Media manager and makup artist","የማህበራዊ ሚዲያ አስተዳዳሪ እና ማፕ አርቲስት","Service","Advertising","P","2431","25","5","20","0.7556","no_match","match","11","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","2431","isco_group","medium","The ELMIS title is a dual role, and 'online marketer' accurately captures the social media management aspect while aligning with the advertising sub-sector and the professional level (P).","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 11, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title is a dual role, and 'online marketer' accurately captures the social media management aspect while aligning with the advertising sub-sector and the professional level (P).""}"
"Social Media Representative","የማህበራዊ ሚዲያ ተወካይ","Service","Advertising","U","2431","25","5","20","0.8015","no_match","match","11","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","2431","isco_group","high","The online marketer occupation specifically mentions using social media to market brands, which directly aligns with the ELMIS title's role in the advertising sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 11, ""confidence"": ""high"", ""rationale"": ""The online marketer occupation specifically mentions using social media to market brands, which directly aligns with the ELMIS title's role in the advertising sub-sector.""}"
"Software Documentation","የሶፍትዌር ሰነድ","ICT and digital work","Software Design Development and Implementation Works","P","2512","8","5","3","0.7906","no_match","no_match","","","","","","medium","The ELMIS title 'Software Documentation' at a professional level (P) most likely corresponds to a Technical Writer (ISCO 2431), which is not present among the candidates; existing candidates are either managerial or focus on broad software analysis and development.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title 'Software Documentation' at a professional level (P) most likely corresponds to a Technical Writer (ISCO 2431), which is not present among the candidates; existing candidates are either managerial or focus on broad software analysis and development.""}"
"Software Documentation & Requirment Writing","የሶፍትዌር ሰነድ እና አስፈላጊ ጽሑፍ","ICT and digital work","Software Design Development and Implementation Works","P","2512","9","5","4","0.7579","no_match","match","7","software analyst","http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86","2512","isco_group","high","The software analyst role explicitly covers eliciting requirements and producing/documenting software specifications, which perfectly aligns with the ELMIS title.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 7, ""confidence"": ""high"", ""rationale"": ""The software analyst role explicitly covers eliciting requirements and producing/documenting software specifications, which perfectly aligns with the ELMIS title.""}"
"SOW: Developing Strategic Plan For Integrated Poultry Multiplication Center","SOW፡ ለተቀናጀ የዶሮ እርባታ ማባዛት ማዕከል ስትራቴጅካዊ እቅድ ማዘጋጀት","agriculture","Breeding birds","P","6122","5","5","0","0.7722","no_match","no_match","","","","","","high","The ELMIS title describes a high-level strategic planning and consultancy role, whereas the candidates are focused on operational poultry care, logistics, or engineering design.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a high-level strategic planning and consultancy role, whereas the candidates are focused on operational poultry care, logistics, or engineering design.""}"
"Spare Part Manager","መለዋወጫ አስተዳዳሪ","Business","Vehicle spare parts and accessories retail trade","P","5223","48","5","43","0.7816","no_match","match","1","motor vehicles parts advisor","http://data.europa.eu/esco/occupation/099a901f-91a7-4d26-af2e-f385247dcf20","5223","nel","medium","Candidate 1 is the only option specifically related to motor vehicle parts, which aligns with the sub-sector; although the seniority level differs (Manager vs. Advisor), ESCO guidelines suggest prioritizing the correct domain.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""medium"", ""rationale"": ""Candidate 1 is the only option specifically related to motor vehicle parts, which aligns with the sub-sector; although the seniority level differs (Manager vs. Advisor), ESCO guidelines suggest prioritizing the correct domain.""}"
"Spinning & Ginning Section Maintenance Head","መፍተል እና Ginning ክፍል ጥገና ኃላፊ","Manufacturing","Preparation of textile stripes; Spinning and weaving","P","8151","11","5","6","0.7435","no_match","no_match","","","","","","high","None of the candidates represent a supervisory or management role (Maintenance Head) within the textile industry; the options are either general mechanical roles or entry-level machine operators.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates represent a supervisory or management role (Maintenance Head) within the textile industry; the options are either general mechanical roles or entry-level machine operators.""}"
"Spinning Shift Leader","የሚሽከረከር ፈረቃ መሪ","Manufacturing","Preparation of textile stripes; Spinning and weaving","P","8151","10","5","5","0.7905","no_match","no_match","","","","","","high","None of the candidates represent a supervisory or shift leadership role within the textile/spinning manufacturing sector; the provided options are either operators, mechanics, or supervisors in unrelated industries.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates represent a supervisory or shift leadership role within the textile/spinning manufacturing sector; the provided options are either operators, mechanics, or supervisors in unrelated industries.""}"
"Sport Forecast Analyst","የስፖርት ትንበያ ተንታኝ","Sport Culture and tourism","Sport","P","3421","6","5","1","0.794","no_match","no_match","","","","","","high","None of the candidates describe the role of a sports data or outcome analyst; the available options focus on supply chain management, sports administration, journalism, or officiating.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates describe the role of a sports data or outcome analyst; the available options focus on supply chain management, sports administration, journalism, or officiating.""}"
"SPSS","SPSS","ICT and digital work","Software Design Development and Implementation Works","U","2512","11","5","6","0.7012","no_match","no_match","","","","","","high","SPSS is a statistical software package used for data analysis, and none of the candidates (social workers or software engineers) accurately represent the role of a data analyst or statistical specialist.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""SPSS is a statistical software package used for data analysis, and none of the candidates (social workers or software engineers) accurately represent the role of a data analyst or statistical specialist.""}"
"SPSS or Rsoftware Professional","SPSS ወይም Rsoftware ፕሮፌሽናል","ICT and digital work","Software Design Development and Implementation Works","P","2512","10","5","5","0.7007","no_match","no_match","","","","","","high","The ELMIS title refers to a professional specializing in statistical software (SPSS) and programming (R), which typically aligns with roles like Data Scientist or Statistician; however, all candidate occupations are focused on software engineering, system analysis, or ICT sales.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title refers to a professional specializing in statistical software (SPSS) and programming (R), which typically aligns with roles like Data Scientist or Statistician; however, all candidate occupations are focused on software engineering, system analysis, or ICT sales.""}"
"SPSS Personal Advisor","የ SPSS የግል አማካሪ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.7754","no_match","no_match","","","","","","high","None of the candidates describe a professional providing advice or training on statistical software (SPSS); the classifier matches were in the wrong sectors and the ISCO group matches focus on software development rather than data analysis software usage.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates describe a professional providing advice or training on statistical software (SPSS); the classifier matches were in the wrong sectors and the ISCO group matches focus on software development rather than data analysis software usage.""}"
"Sr. Advisor-Conflict Sensitivity","ሲር አማካሪ - የግጭት ስሜት","Service","Consulting service around social science","P","2632","15","5","10","0.7295","no_match","no_match","","","","","","high","None of the candidate occupations describe a specialist advisory role focused on conflict sensitivity or peacebuilding, which is the core function of the ELMIS title.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidate occupations describe a specialist advisory role focused on conflict sensitivity or peacebuilding, which is the core function of the ELMIS title.""}"
"Sr. Utility Operator & Technician","ሲር መገልገያ ኦፕሬተር እና ቴክኒሽያን","Service","Equipment and machine installation and maintenance service","P","7233","21","5","16","0.8266","no_match","match","10","rotating equipment mechanic","http://data.europa.eu/esco/occupation/24119471-6ca1-465b-8f48-b2aec5c60869","7233","isco_group","medium","In an industrial context, a Utility Operator/Technician typically maintains facility-wide systems like pumps, compressors, and engines, which are accurately described by the rotating equipment mechanic profile.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 10, ""confidence"": ""medium"", ""rationale"": ""In an industrial context, a Utility Operator/Technician typically maintains facility-wide systems like pumps, compressors, and engines, which are accurately described by the rotating equipment mechanic profile.""}"
"Stall and Market Salespersons","የድንኳን እና የገበያ ሻጮች","Business","Food Products Retail","P","5223","49","5","44","0.7999","no_match","no_match","","","","","","high","The ELMIS title corresponds to ISCO group 5211 (Stall and market salespersons), but the candidate list only provides sales representatives (ISCO 3322/2433) and shop-based assistants (ISCO 5223).","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title corresponds to ISCO group 5211 (Stall and market salespersons), but the candidate list only provides sales representatives (ISCO 3322/2433) and shop-based assistants (ISCO 5223).""}"
"Steel Engineering Section Head","የብረት ምህንድስና ክፍል ኃላፊ","Manufacturing","Steel tube manufacturing","P","8121","12","5","7","0.742","no_match","no_match","","","","","","high","The ELMIS title describes a professional-level engineering leadership role in manufacturing, but the candidates are either trade-level operators, construction-specific engineers, or a management role specifically for the artistic/theatre sector.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a professional-level engineering leadership role in manufacturing, but the candidates are either trade-level operators, construction-specific engineers, or a management role specifically for the artistic/theatre sector.""}"
"String Art","ሕብረቁምፊ ጥበብ","Tourism and art","Culture and Arts Education","P","2355","11","5","6","0.8102","no_match","match","11","visual arts teacher","http://data.europa.eu/esco/occupation/72bcb223-da77-4ed5-a03a-796fd5ece728","2355","isco_group","medium","The ELMIS title refers to a specific visual art form; given the sub-sector is 'Culture and Arts Education', the Visual Arts Teacher role is the most appropriate match as it encompasses teaching various artistic techniques.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 11, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title refers to a specific visual art form; given the sub-sector is 'Culture and Arts Education', the Visual Arts Teacher role is the most appropriate match as it encompasses teaching various artistic techniques.""}"
"Structured cabling installer","የተዋቀረ የኬብል መጫኛ","ICT and digital work","Computer network cable installation works","P","7422","13","5","8","0.7485","no_match","match","6","communication infrastructure maintainer","http://data.europa.eu/esco/occupation/2ef000b1-8058-4e5a-9646-c5d4e7dbfdae","7422","isco_group","high","The candidate 'communication infrastructure maintainer' specifically covers the installation and maintenance of communication infrastructure, which is the precise definition of structured cabling work.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""The candidate 'communication infrastructure maintainer' specifically covers the installation and maintenance of communication infrastructure, which is the precise definition of structured cabling work.""}"
"Studio Booth Builder","ስቱዲዮ ቡዝ ገንቢ","Construction","Carpenter, builder, and other similar construction works","P","7111","5","5","0","0.7518","no_match","no_match","","","","","","high","None of the candidates capture the specific carpentry and specialized construction work of building studio booths; the options are either too general (house builder) or focused on creative design rather than construction.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates capture the specific carpentry and specialized construction work of building studio booths; the options are either too general (house builder) or focused on creative design rather than construction.""}"
"Study Data Collector","የጥናት መረጃ ሰብሳቢ","Service","Research and experimental development work in psychology","P","2634","11","5","6","0.796","no_match","no_match","","","","","","high","The candidates represent either high-level IT data roles (ISCO 2511) or clinical psychology practitioners (ISCO 2634), whereas a Study Data Collector is typically a research assistant or field worker focused on data gathering, a role not present in the candidate list.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The candidates represent either high-level IT data roles (ISCO 2511) or clinical psychology practitioners (ISCO 2634), whereas a Study Data Collector is typically a research assistant or field worker focused on data gathering, a role not present in the candidate list.""}"
"Subsidiary Transformation Program (STP) Director","ንዑስ ትራንስፎርሜሽን ፕሮግራም (STP) ዳይሬክተር","Service","Management System Certification","P","2421","11","5","6","0.7285","no_match","match","10","lean manager","http://data.europa.eu/esco/occupation/c9862fdd-53b7-4da9-b742-4302d704836c","2421","isco_group","medium","The lean manager occupation specifically describes driving transformational changes and managing improvement programs across business units, which matches the STP Director role.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 10, ""confidence"": ""medium"", ""rationale"": ""The lean manager occupation specifically describes driving transformational changes and managing improvement programs across business units, which matches the STP Director role.""}"
"SW Mechanic","SW ሜካኒክ","Service","Equipment and machine installation and maintenance service","P","7233","20","5","15","0.8185","no_match","match","4","industrial machinery mechanic","http://data.europa.eu/esco/occupation/269c47e7-9017-4aa6-bce8-49e89a696a64","7233","nel","medium","Industrial machinery mechanic is the most appropriate professional match for a mechanic in the equipment and machine installation and maintenance service sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 4, ""confidence"": ""medium"", ""rationale"": ""Industrial machinery mechanic is the most appropriate professional match for a mechanic in the equipment and machine installation and maintenance service sector.""}"
"Swift Officer","ስዊፍት መኮንን","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.8182","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","medium","The ELMIS title likely refers to a software developer specializing in the Swift programming language, given the ICT sub-sector; 'Software developer' is the most appropriate professional match.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title likely refers to a software developer specializing in the Swift programming language, given the ICT sub-sector; 'Software developer' is the most appropriate professional match.""}"
"System data encoder","የስርዓት ውሂብ መቀየሪያ","ICT and digital work","Database organization and data processing","P","2521","9","5","4","0.6963","no_match","match","2","database integrator","http://data.europa.eu/esco/occupation/3d190639-90f8-4402-b1b3-a104a17e0d67","2521","nel","medium","The ELMIS title 'System data encoder' (Amharic: System Data Converter), classified as a Professional (P), best aligns with 'database integrator' which involves ensuring data interoperability and integration across systems.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 2, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title 'System data encoder' (Amharic: System Data Converter), classified as a Professional (P), best aligns with 'database integrator' which involves ensuring data interoperability and integration across systems.""}"
"Tableau Developer","Tableau ገንቢ","ICT and digital work","Software Design Development and Implementation Works","P","2512","10","5","5","0.766","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","A Tableau Developer is a professional who implements software solutions (dashboards and data visualizations) using a specific platform, which aligns with the ESCO definition for Software Developer.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""A Tableau Developer is a professional who implements software solutions (dashboards and data visualizations) using a specific platform, which aligns with the ESCO definition for Software Developer.""}"
"Talent Acquisition and Development Manager","ተሰጥኦ ማግኛ እና ልማት አስተዳዳሪ","Service","Employment agencies and recruitment agencies","P","3333","6","5","1","0.7935","no_match","no_match","","","","","","high","None of the candidates adequately combine the recruitment (talent acquisition) and training (development) functions at the managerial level; the list includes specific product/research managers or junior employment agents.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates adequately combine the recruitment (talent acquisition) and training (development) functions at the managerial level; the list includes specific product/research managers or junior employment agents.""}"
"Talent Acquisition Lead","የተሰጥኦ ማግኛ መሪ","Service","Employment agencies and recruitment agencies","P","3333","6","5","1","0.8085","no_match","match","6","employment agent","http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea","3333","isco_group","medium","Candidate 6 is the only option that matches the employment and recruitment sub-sector, even though 'Lead' implies a higher seniority than 'agent'.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""medium"", ""rationale"": ""Candidate 6 is the only option that matches the employment and recruitment sub-sector, even though 'Lead' implies a higher seniority than 'agent'.""}"
