"informal work in eng","Profession in Amharic","professional/ formal","sector","sub sector","nel_model_label","n_matches","best_score","best_confidence","m1_label","m1_uri","m1_score","m1_confidence","m2_label","m2_uri","m2_score","m2_confidence","m3_label","m3_uri","m3_score","m3_confidence","m4_label","m4_uri","m4_score","m4_confidence","m5_label","m5_uri","m5_score","m5_confidence"
"Sexual and Gender-Based Violence Officer","በጾታ እና በፆታ ላይ የተመሰረተ ጥቃት መኮንን","P","Service","Social work services","minilm","5","0.8446","low_similarity","sexual violence counsellor","http://data.europa.eu/esco/occupation/b9dd2ee7-5fea-46f8-b226-ddae9501f728","0.8446","low_similarity","victim support officer","http://data.europa.eu/esco/occupation/90569478-805c-4d14-a1ba-e9c9c4ac2818","0.8143","low_similarity","prison officer","http://data.europa.eu/esco/occupation/3327a087-cd36-4b02-ac1b-6455f59f9312","0.7893","low_similarity","civil enforcement officer","http://data.europa.eu/esco/occupation/b8b98b65-7db2-43f8-8ac4-2f1903984e7b","0.7737","low_similarity","health and safety officer","http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439","0.7690","low_similarity"
"Sexual and Reproductive Health and Rights Officers","የወሲብ እና የስነ ተዋልዶ ጤና እና የመብት ኃላፊዎች","P","Health","Health","minilm","5","0.8101","low_similarity","human rights officer","http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0","0.8101","low_similarity","public health policy officer","http://data.europa.eu/esco/occupation/d4d6842b-27f0-4222-85db-c542acf6d434","0.7863","low_similarity","legal policy officer","http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c","0.7661","low_similarity","health and safety officer","http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439","0.7566","low_similarity","social services policy officer","http://data.europa.eu/esco/occupation/d6ef013f-57e9-4100-bbe5-3e4930664dee","0.7527","low_similarity"
"SharePoint Developer","SharePoint ገንቢ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","5","0.9133","high_confidence","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","0.9133","high_confidence","web developer","http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d","0.8873","high_confidence","user interface developer","http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c","0.8829","high_confidence","blockchain developer","http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2","0.8718","high_confidence","business developer","http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521","0.8635","high_confidence"
"Shariah Advisory Committee (SAC) Secretary","የሸሪዓ አማካሪ ኮሚቴ (SAC) ጸሐፊ","P","Service","Other services","minilm","5","0.7415","low_similarity","secretary of state","http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9","0.7415","low_similarity","secretary","http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba","0.7410","low_similarity","political affairs officer","http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a","0.7374","low_similarity","secretary general","http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12","0.7351","low_similarity","fiscal affairs policy officer","http://data.europa.eu/esco/occupation/50e00fda-ac7c-4bc5-9f19-69a33ff3d6e7","0.7299","low_similarity"
"Shariah Compliance Officer","የሸሪዓ ተገዢነት ኦፊሰር","P","Service","Other services","minilm","5","0.8402","low_similarity","tax compliance officer","http://data.europa.eu/esco/occupation/4a39fddb-17e7-4431-be03-613edab8d1c8","0.8402","low_similarity","compliance engineer","http://data.europa.eu/esco/occupation/a950e88b-cb5e-4a7d-8a94-3f9460b487d7","0.7849","low_similarity","airport security officer","http://data.europa.eu/esco/occupation/b00e9e89-fd8d-4655-b6a2-f58b17629473","0.7769","low_similarity","legal policy officer","http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c","0.7766","low_similarity","policy officer","http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8","0.7744","low_similarity"
"Sheet Metal Technician","የሉህ ብረት ቴክኒሻን","P","Manufacturing","Manufacture of metal products, tanks, reservoirs used for structure","minilm","5","0.9011","high_confidence","metallurgical technician","http://data.europa.eu/esco/occupation/06351e17-67c4-44bc-adf7-64b73f92c3b5","0.9011","high_confidence","sheet metal worker","http://data.europa.eu/esco/occupation/572c9810-e1ee-4f7a-a71f-820f17c0c25b","0.8962","high_confidence","material testing technician","http://data.europa.eu/esco/occupation/eb00745b-9abb-4bd8-8291-aade48af029d","0.8587","high_confidence","corrosion technician","http://data.europa.eu/esco/occupation/41d609a1-62df-4cec-ac71-6434e545a729","0.8500","low_similarity","instrument technician","http://data.europa.eu/esco/occupation/72f4abfe-5337-49be-b9b8-32096fc2ca1f","0.8391","low_similarity"
"Shelter and non food item Officer","የመጠለያ እና የምግብ እቃ ያልሆነ መኮንን","U","Service","Social work services","minilm","5","0.7864","low_similarity","food safety inspector","http://data.europa.eu/esco/occupation/7d8b3c73-20f8-467e-91e4-00378673a2cd","0.7864","low_similarity","food safety specialist","http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd","0.7820","low_similarity","food service worker","http://data.europa.eu/esco/occupation/b4bff870-5c8f-4c33-b07f-f04d79830633","0.7807","low_similarity","animal shelter worker","http://data.europa.eu/esco/occupation/7ceb2340-339c-4367-bc4e-e08f57c992f6","0.7716","low_similarity","feeding, cleaning, physical care for non-dependent adult household and family members including for temporary illness","urn:icatus:2016:431","0.7622","low_similarity"
"Shelter Engineer","የመጠለያ መሐንዲስ","U","Construction","Building Construction Contractor","minilm","5","0.8313","low_similarity","animal shelter worker","http://data.europa.eu/esco/occupation/7ceb2340-339c-4367-bc4e-e08f57c992f6","0.8313","low_similarity","construction engineer","http://data.europa.eu/esco/occupation/2a914d26-42aa-46b5-acf3-097d51ba4617","0.8247","low_similarity","environmental engineer","http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968","0.8246","low_similarity","energy engineer","http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672","0.8097","low_similarity","research engineer","http://data.europa.eu/esco/occupation/3dab5c3f-84d0-4d52-901d-dd262eaea509","0.8059","low_similarity"
"Shelter NFI Wash Clerk","የመጠለያ NFI ማጠቢያ ሰራተኛ","U","Service","Social work services","minilm","5","0.7849","low_similarity","laundry worker","http://data.europa.eu/esco/occupation/0da51178-e386-4534-ae71-15ba789ad756","0.7849","low_similarity","laundry and dry cleaning manager","http://data.europa.eu/esco/occupation/44cd9d91-5552-4735-86b8-4b2c5d39efc8","0.7724","low_similarity","laundry workers supervisor","http://data.europa.eu/esco/occupation/dfb93ddb-ce34-4d2e-a178-541d45a7d98b","0.7715","low_similarity","animal shelter worker","http://data.europa.eu/esco/occupation/7ceb2340-339c-4367-bc4e-e08f57c992f6","0.7531","low_similarity","washing or fixing clothes","urn:icatus:2016:34","0.7346","low_similarity"
"Shelter NFIs Coordinator","የመጠለያ NFIs አስተባባሪ","U","Service","Social work services","minilm","5","0.7675","low_similarity","animal shelter worker","http://data.europa.eu/esco/occupation/7ceb2340-339c-4367-bc4e-e08f57c992f6","0.7675","low_similarity","emergency response coordinator","http://data.europa.eu/esco/occupation/72913ee1-1696-4d74-b26f-681d17887c58","0.7472","low_similarity","rescue centre manager","http://data.europa.eu/esco/occupation/64b136da-aedf-48a2-96a0-72eb850bfcd0","0.7463","low_similarity","child care coordinator","http://data.europa.eu/esco/occupation/526ba8e1-fc71-4657-8d27-52f03e8ca81d","0.7458","low_similarity","camping ground manager","http://data.europa.eu/esco/occupation/6aef7360-8c4a-4e1a-a402-b1e207101dc8","0.7441","low_similarity"
"Shelter Officer","የመጠለያ መኮንን","U","Service","Social work services","minilm","5","0.8411","low_similarity","prison officer","http://data.europa.eu/esco/occupation/3327a087-cd36-4b02-ac1b-6455f59f9312","0.8411","low_similarity","mine rescue officer","http://data.europa.eu/esco/occupation/d4ccb6d4-ea97-47e5-a319-b72cffbf0631","0.8241","low_similarity","animal shelter worker","http://data.europa.eu/esco/occupation/7ceb2340-339c-4367-bc4e-e08f57c992f6","0.8222","low_similarity","security guard","http://data.europa.eu/esco/occupation/31808988-fc0a-4bc3-9e47-27216d6759f5","0.8158","low_similarity","police officer","http://data.europa.eu/esco/occupation/5793c124-c037-47b2-85b6-dd4a705968dc","0.8074","low_similarity"
"Shemane","ሸማኔ","U","Service","Other services","minilm","5","0.7609","low_similarity","ombudsman","http://data.europa.eu/esco/occupation/666846b2-01ce-43f6-8cb7-f3be09fac4a2","0.7609","low_similarity","postman/postwoman","http://data.europa.eu/esco/occupation/7ed2e153-8da8-4c0d-b4c5-3402c623f34b","0.7450","low_similarity","stevedore","http://data.europa.eu/esco/occupation/b567a979-c556-49fa-8b36-8af6cfe97624","0.7409","low_similarity","solderer","http://data.europa.eu/esco/occupation/17b29190-6746-4b81-a1d1-8053a5bbc0e9","0.7158","low_similarity","metal annealer","http://data.europa.eu/esco/occupation/57b89801-0e43-4b19-bf29-ef9a51d65155","0.7030","low_similarity"
"Shift Mechanical Artisan","Shift ሜካኒካል የእጅ ባለሙያ","P","Manufacturing","Manufacture of General Mechanical Engineering Products for Metal Painting works","minilm","5","0.8082","low_similarity","artisan papermaker","http://data.europa.eu/esco/occupation/9efbe0de-37c0-4cc2-a1e6-a916eb4ecaa2","0.8082","low_similarity","industrial machinery mechanic","http://data.europa.eu/esco/occupation/269c47e7-9017-4aa6-bce8-49e89a696a64","0.7537","low_similarity","rubber products machine operator","http://data.europa.eu/esco/occupation/b0c6f284-f3ed-4820-a62e-4e87869f5a3e","0.7450","low_similarity","leather goods artisanal worker","http://data.europa.eu/esco/occupation/72d03aad-2003-404e-ae71-a37206e3566b","0.7439","low_similarity","footwear CAD patternmaker","http://data.europa.eu/esco/occupation/3fa9a480-ceb3-4c2a-8a91-0508e1bb6ba5","0.7436","low_similarity"
"Shift Quality Assurance / Control Technician","Shift ጥራት ማረጋገጫ / ቁጥጥር ቴክኒሽያን","P","Manufacturing","Manufacture of General Mechanical Engineering Products for Metal Painting works","minilm","5","0.8228","low_similarity","quality engineering technician","http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319","0.8228","low_similarity","industrial engineering technician","http://data.europa.eu/esco/occupation/bcc21c63-7eee-4520-8fa7-43eefd389668","0.8101","low_similarity","road maintenance technician","http://data.europa.eu/esco/occupation/c9a5f7c5-0f8b-4252-9729-5f19c105ef81","0.8078","low_similarity","air traffic safety technician","http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97","0.8077","low_similarity","automotive engineering technician","http://data.europa.eu/esco/occupation/444c9aa9-578d-4a9a-9949-99ef1bacb20e","0.8043","low_similarity"
"Shift Quality Inspector","የ Shift ጥራት መርማሪ","P","Manufacturing","Manufacture of General Mechanical Engineering Products for Metal Painting works","minilm","5","0.8089","low_similarity","construction quality inspector","http://data.europa.eu/esco/occupation/f0978ec0-ae7d-4c4a-8f80-3fd200edddac","0.8089","low_similarity","product quality inspector","http://data.europa.eu/esco/occupation/61d9270c-491d-438d-8d41-77ba2e0ef023","0.8051","low_similarity","aviation inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","0.7751","low_similarity","clothing quality inspector","http://data.europa.eu/esco/occupation/381b9a17-521c-4702-b7d9-2059bbd8ce76","0.7749","low_similarity","avionics inspector","http://data.europa.eu/esco/occupation/b5e21e2b-ab0c-4c8d-8277-d98be4ad79c4","0.7649","low_similarity"
"Shift Quality Supervisor","የ Shift ጥራት ተቆጣጣሪ","P","Manufacturing","Manufacture of General Mechanical Engineering Products for Metal Painting works","minilm","5","0.7963","low_similarity","industrial maintenance supervisor","http://data.europa.eu/esco/occupation/a9b20949-897b-481f-8642-d1f69263baff","0.7963","low_similarity","refinery shift manager","http://data.europa.eu/esco/occupation/7afeee90-5672-470d-b061-24ffaafb2fc9","0.7850","low_similarity","production supervisor","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3","0.7796","low_similarity","machine operator supervisor","http://data.europa.eu/esco/occupation/2cec9e4a-5a37-4cb1-a8b7-2e8d94766417","0.7753","low_similarity","industrial assembly supervisor","http://data.europa.eu/esco/occupation/b12b14fd-5b74-40c6-afd9-dd35b34e27ed","0.7723","low_similarity"
"Shift Technologist","ፈረቃ የቴክኖሎጂ ባለሙያ","U","Manufacturing","Manufacture of General Mechanical Engineering Products for Metal Painting works","minilm","5","0.8451","low_similarity","assistive technologist","http://data.europa.eu/esco/occupation/4e82464b-e9d7-4d51-9116-294ab40c5169","0.8451","low_similarity","industrial engineering technician","http://data.europa.eu/esco/occupation/bcc21c63-7eee-4520-8fa7-43eefd389668","0.8212","low_similarity","mechanical engineering technician","http://data.europa.eu/esco/occupation/b31e404e-9af6-457d-a58a-208f612eeba3","0.8077","low_similarity","automotive engineering technician","http://data.europa.eu/esco/occupation/444c9aa9-578d-4a9a-9949-99ef1bacb20e","0.7998","low_similarity","physics technician","http://data.europa.eu/esco/occupation/a9bcc9e0-5be7-47a0-818b-acad10fe90d9","0.7972","low_similarity"
"Shoe and Garment Marketer","ጫማ እና አልባሳት ገበያተኛ","P","Business","Textile Clothing Shoes & Leather Products Retail","minilm","5","0.8735","high_confidence","wholesale merchant in clothing and footwear","http://data.europa.eu/esco/occupation/ceb1a21b-a6d5-49eb-a3f3-d53fec25d5f8","0.8735","high_confidence","clothing and footwear distribution manager","http://data.europa.eu/esco/occupation/625d316c-2b93-4a9c-ada2-b19efa7c611b","0.8693","high_confidence","shoe and leather accessories shop manager","http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4","0.8513","high_confidence","footwear designer","http://data.europa.eu/esco/occupation/06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184","0.8484","low_similarity","shoe repairer","http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf","0.8390","low_similarity"
"Shoe Technologist","የጫማ ቴክኖሎጂ ባለሙያ","U","Manufacturing","Shoe manufacturing","minilm","5","0.8879","high_confidence","shoe repairer","http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf","0.8879","high_confidence","footwear production technician","http://data.europa.eu/esco/occupation/59dae100-fdfe-44bd-8bd8-a0d3cd813ce4","0.8686","high_confidence","orthopaedic footwear technician","http://data.europa.eu/esco/occupation/15419750-d6e6-4ab8-a77b-b42794f2e168","0.8581","high_confidence","footwear quality technician","http://data.europa.eu/esco/occupation/8a0c1556-f616-4d41-a03c-8a093a644807","0.8535","high_confidence","bespoke footwear technician","http://data.europa.eu/esco/occupation/07ba3429-cccd-435b-a7d0-c02ba962bbd9","0.8514","high_confidence"
"Shop Welder","ብየዳ","U","Manufacturing","Manufacture of metal products, tanks, reservoirs used for structure","minilm","5","0.9277","high_confidence","welder","http://data.europa.eu/esco/occupation/7aedaa07-3884-4c5b-88f9-80997b2aa54b","0.9277","high_confidence","spot welder","http://data.europa.eu/esco/occupation/97dadd59-d1cb-4fef-81a7-d92eb15572e2","0.9038","high_confidence","pipe welder","http://data.europa.eu/esco/occupation/2ff73126-7aff-4233-9d9c-d8725e1c6822","0.8860","high_confidence","welding engineer","http://data.europa.eu/esco/occupation/16cb1f72-3d8c-4404-84ec-9c31fbd7c86c","0.8427","low_similarity","welding inspector","http://data.europa.eu/esco/occupation/f7ddb68a-beba-4aa9-b5cb-d174d70ea724","0.8389","low_similarity"
"Shopify and Wordpress developer","Shopify እና Wordpress ገንቢ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","5","0.7705","low_similarity","craft shop manager","http://data.europa.eu/esco/occupation/b66eb697-e65d-4bbb-b51c-d847f6875f1a","0.7705","low_similarity","textile product developer","http://data.europa.eu/esco/occupation/6833077e-e521-4605-bc1a-893f4b3d811c","0.7413","low_similarity","footwear product developer","http://data.europa.eu/esco/occupation/1209b85e-80f1-490f-a7e1-6ad220bb956d","0.7412","low_similarity","shop supervisor","http://data.europa.eu/esco/occupation/bdfb48e0-79dc-4b63-8470-db2e03b37326","0.7386","low_similarity","computer shop manager","http://data.europa.eu/esco/occupation/d8e5410b-5199-403f-8cbd-d32efb17a296","0.7367","low_similarity"
"Shopify expert(International)","የ Shopify ባለሙያ (አለምአቀፍ)","U","ICT and digital work","Software Design Development and Implementation Works","minilm","5","0.8200","low_similarity","personal shopper","http://data.europa.eu/esco/occupation/f8da6546-0c8a-4bd0-a952-6f3c253c9aba","0.8200","low_similarity","shop supervisor","http://data.europa.eu/esco/occupation/bdfb48e0-79dc-4b63-8470-db2e03b37326","0.8138","low_similarity","shop assistant","http://data.europa.eu/esco/occupation/0b15375e-dfdd-4047-9efb-096e0aaee7d2","0.8137","low_similarity","shop manager","http://data.europa.eu/esco/occupation/9e81adde-9983-44fa-b74b-c548d0dbfbdd","0.8104","low_similarity","craft shop manager","http://data.europa.eu/esco/occupation/b66eb697-e65d-4bbb-b51c-d847f6875f1a","0.8074","low_similarity"
"Shopify Store Designer","Shopify መደብር ዲዛይነር","U","ICT and digital work","Software Design Development and Implementation Works","minilm","5","0.8302","low_similarity","craft shop manager","http://data.europa.eu/esco/occupation/b66eb697-e65d-4bbb-b51c-d847f6875f1a","0.8302","low_similarity","shop manager","http://data.europa.eu/esco/occupation/9e81adde-9983-44fa-b74b-c548d0dbfbdd","0.8111","low_similarity","shop supervisor","http://data.europa.eu/esco/occupation/bdfb48e0-79dc-4b63-8470-db2e03b37326","0.8082","low_similarity","personal shopper","http://data.europa.eu/esco/occupation/f8da6546-0c8a-4bd0-a952-6f3c253c9aba","0.8033","low_similarity","computer shop manager","http://data.europa.eu/esco/occupation/d8e5410b-5199-403f-8cbd-d32efb17a296","0.8026","low_similarity"
"Short Animated Video creator","አጭር አኒሜሽን ቪዲዮ ፈጣሪ","P","Tourism and art","Motion Picture Works","minilm","5","0.8245","low_similarity","animator","http://data.europa.eu/esco/occupation/48c8eccb-4bd0-487e-a187-4953cbbe956e","0.8245","low_similarity","video and motion picture editor","http://data.europa.eu/esco/occupation/ac734172-ae9a-41ab-80a0-a7b33694e027","0.8135","low_similarity","3D animator","http://data.europa.eu/esco/occupation/52df9d56-efd4-48d0-ad93-59231943fc4c","0.8071","low_similarity","video and motion picture producer","http://data.europa.eu/esco/occupation/3b6bea7d-36f4-44fb-ac73-d1cc8a198dcb","0.7970","low_similarity","animation director","http://data.europa.eu/esco/occupation/30b25ee4-da97-4167-8592-460217f6bdcc","0.7918","low_similarity"
"Short comedy play writter","አጭር የአስቂኝ ጨዋታ ደራሲ","P","Tourism and art","Motion Picture Works","minilm","5","0.7354","low_similarity","writer","http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b","0.7354","low_similarity","script writer","http://data.europa.eu/esco/occupation/ebe936e2-64e7-4777-94d6-42caa5a12409","0.7308","low_similarity","drama teacher","http://data.europa.eu/esco/occupation/cbde2432-cb7f-451f-a686-b22cad3957a6","0.7285","low_similarity","stand-up comedian","http://data.europa.eu/esco/occupation/bd2c868c-371b-4958-83b4-012c52bc7faf","0.7182","low_similarity","dramaturge","http://data.europa.eu/esco/occupation/572c51ef-531b-4331-8e66-b1641173e54e","0.7129","low_similarity"
"Short video production and script writing","አጭር የቪዲዮ ፕሮዳክሽን እና ስክሪፕት አጻጻፍ","P","Tourism and art","Motion Picture Works","minilm","5","0.7966","low_similarity","script writer","http://data.europa.eu/esco/occupation/ebe936e2-64e7-4777-94d6-42caa5a12409","0.7966","low_similarity","video and motion picture producer","http://data.europa.eu/esco/occupation/3b6bea7d-36f4-44fb-ac73-d1cc8a198dcb","0.7814","low_similarity","video and motion picture editor","http://data.europa.eu/esco/occupation/ac734172-ae9a-41ab-80a0-a7b33694e027","0.7662","low_similarity","video and motion picture director","http://data.europa.eu/esco/occupation/1a7fb683-6544-4442-b54c-ec72ef468ff0","0.7586","low_similarity","motion picture film developer","http://data.europa.eu/esco/occupation/b4f08f2e-3c97-4484-9094-446a17dad802","0.7498","low_similarity"
"Automotive Trainers","አውቶሞቲቭ አሰልጣኞች","P","Service","Other not-mentioned educational services (private tutoring, etc.)","minilm","5","0.8457","low_similarity","personal trainer","http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523","0.8457","low_similarity","corporate trainer","http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e","0.8178","low_similarity","horse trainer","http://data.europa.eu/esco/occupation/4ac3c3a0-eb56-491f-8d21-1e5539a05b54","0.8156","low_similarity","dog trainer","http://data.europa.eu/esco/occupation/2662ed6c-a705-4895-8e9d-0a85c08ad908","0.8020","low_similarity","car driving instructor","http://data.europa.eu/esco/occupation/834aab9b-2246-4c3e-ab4a-cf3de1267e1a","0.7985","low_similarity"
"Data Controller","የውሂብ መቆጣጠሪያ","P","ICT and digital work","Database organization and data processing","minilm","5","0.7640","low_similarity","tram controller","http://data.europa.eu/esco/occupation/e9640041-ca34-4955-aa8c-629717d0dcda","0.7640","low_similarity","financial controller","http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd","0.7627","low_similarity","air traffic controller","http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0","0.7620","low_similarity","data centre operator","http://data.europa.eu/esco/occupation/9729c0f3-c9bc-482e-ac59-a82ec3b67ba3","0.7464","low_similarity","data protection officer","http://data.europa.eu/esco/occupation/1619d7f3-7d95-407c-a20e-47745bfcde73","0.7360","low_similarity"
"Senior Database Administrator","ከፍተኛ የውሂብ ጎታ አስተዳዳሪ","P","ICT and digital work","Database organization and data processing","minilm","5","0.9361","high_confidence","database administrator","http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc","0.9361","high_confidence","administrative assistant","http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652","0.8096","low_similarity","membership administrator","http://data.europa.eu/esco/occupation/0a3c2d5b-e1f9-4200-9288-62bf3fed3310","0.8076","low_similarity","case administrator","http://data.europa.eu/esco/occupation/bac62d45-bb74-45fa-9b38-a3ebf2095212","0.7997","low_similarity","database developer","http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d","0.7966","low_similarity"
"Shrink Packing Machine Operator","የማሸጊያ ማሽን ኦፕሬተርን ይቀንሱ","U","Manufacturing","Manufacturing of plastic products","minilm","5","0.8427","low_similarity","packing machinery engineer","http://data.europa.eu/esco/occupation/4e3fede9-5522-4624-91bc-b59c79fada02","0.8427","low_similarity","packaging and filling machine operator","http://data.europa.eu/esco/occupation/b0fa69b4-998c-4e66-acd3-5f5d73cadb5c","0.8416","low_similarity","compression moulding machine operator","http://data.europa.eu/esco/occupation/ec238461-93b6-4516-a251-52d1153b53ac","0.8226","low_similarity","paper bag machine operator","http://data.europa.eu/esco/occupation/73270b73-8c71-445f-a8d3-4647b1ae38d0","0.8195","low_similarity","leather goods packing operator","http://data.europa.eu/esco/occupation/bf367464-950a-416c-98b1-52b9d571550e","0.8003","low_similarity"
"Shuttle Driver","የማመላለሻ ሹፌር","P","Logistics, transportation and communication","Other scheduled land transport services","minilm","5","0.8569","high_confidence","cargo vehicle driver","http://data.europa.eu/esco/occupation/45037d43-a8f5-4f46-b332-b2935bc305f4","0.8569","high_confidence","bus driver","http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58","0.8360","low_similarity","carriage driver","http://data.europa.eu/esco/occupation/2c90a752-43f0-483d-8f64-3ce5e4535aa8","0.8194","low_similarity","taxi driver","http://data.europa.eu/esco/occupation/6f7c1e84-8162-4c20-a575-b57ff624eef5","0.8052","low_similarity","train driver","http://data.europa.eu/esco/occupation/81f6a814-1f4e-47d4-9c75-47977c7267ee","0.8048","low_similarity"
"Sidama language translator","የሲዳማ ቋንቋ ተርጓሚ","U","Service","Other services","minilm","5","0.8247","low_similarity","translator","http://data.europa.eu/esco/occupation/1a07bd7d-2e1d-4930-a84a-1a442b8f2a44","0.8247","low_similarity","interpreter","http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864","0.7509","low_similarity","sign language interpreter","http://data.europa.eu/esco/occupation/9a2147aa-a72f-4f83-8653-c3f50d4e1e73","0.7387","low_similarity","language engineer","http://data.europa.eu/esco/occupation/4874fa37-0cd1-4a68-aed8-a838851f242d","0.7373","low_similarity","translation agency manager","http://data.europa.eu/esco/occupation/83588a0e-b63d-4483-a884-06f1e3a1a4be","0.7333","low_similarity"
"Sign Language Interpreter","የምልክት ቋንቋ አስተርጓሚ","P","Service","Other services","minilm","5","1.0000","exact","sign language interpreter","http://data.europa.eu/esco/occupation/9a2147aa-a72f-4f83-8653-c3f50d4e1e73","1.0000","exact","sign language teacher","http://data.europa.eu/esco/occupation/59c724f9-0cfe-4d51-8a7f-9ee182d9e2c2","0.8647","high_confidence","interpreter","http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864","0.8356","low_similarity","sign maker","http://data.europa.eu/esco/occupation/a1b4eb5e-45d4-441b-a7e8-795ac5cf6fbf","0.7739","low_similarity","translator","http://data.europa.eu/esco/occupation/1a07bd7d-2e1d-4930-a84a-1a442b8f2a44","0.7414","low_similarity"
"Signatory Officer","የፈራሚ መኮንን","U","Service","Finance and Administration Services","minilm","5","0.8114","low_similarity","loan officer","http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628","0.8114","low_similarity","court administrative officer","http://data.europa.eu/esco/occupation/a7f63810-a21a-4e7e-8aa2-6637d14ea3c1","0.8057","low_similarity","licensing officer","http://data.europa.eu/esco/occupation/39c89133-bd2a-45db-b3eb-529b94daeeaf","0.7926","low_similarity","legal policy officer","http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c","0.7926","low_similarity","civil service administrative officer","http://data.europa.eu/esco/occupation/ffade2f4-2528-4dfd-b36a-6e4092be08ed","0.7914","low_similarity"
"Simple 3D Video Maker","ቀላል 3D ቪዲዮ ሰሪ","P","Tourism and art","Motion Picture Works","minilm","5","0.8034","low_similarity","video and motion picture editor","http://data.europa.eu/esco/occupation/ac734172-ae9a-41ab-80a0-a7b33694e027","0.8034","low_similarity","3D animator","http://data.europa.eu/esco/occupation/52df9d56-efd4-48d0-ad93-59231943fc4c","0.7985","low_similarity","3D modeller","http://data.europa.eu/esco/occupation/bab5fa79-7f96-4e21-87b6-1eba560b8d9a","0.7724","low_similarity","video and motion picture producer","http://data.europa.eu/esco/occupation/3b6bea7d-36f4-44fb-ac73-d1cc8a198dcb","0.7659","low_similarity","performance video designer","http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56","0.7588","low_similarity"
"Singer and voice over actor","ዘፋኝ እና ድምጽ በተዋናይ ላይ","P","Tourism and art","Music Band","minilm","5","0.8531","high_confidence","singer","http://data.europa.eu/esco/occupation/6581aa0d-c807-4091-84cc-bc041f962ab1","0.8531","high_confidence","voice-over artist","http://data.europa.eu/esco/occupation/e89e330c-daa3-48f0-b34e-04e3344ea8dc","0.8479","low_similarity","actor/actress","http://data.europa.eu/esco/occupation/26171f39-e85a-448f-bd28-a73a5a99927f","0.7896","low_similarity","performance artist","http://data.europa.eu/esco/occupation/a655aff1-e5e9-4c64-bc85-b902568a3dfb","0.7537","low_similarity","talent agent","http://data.europa.eu/esco/occupation/c85e39a4-2c40-413f-a171-45907ecdd599","0.7515","low_similarity"
